Date,Closing Price
2025-08-06,222.30999755859375
2025-08-07,223.1300048828125
2025-08-08,222.69000244140625
2025-08-11,221.3000030517578
2025-08-12,221.47000122070312
2025-08-13,224.55999755859375
2025-08-14,230.97999572753906
2025-08-15,231.02999877929688
2025-08-18,231.49000549316406
2025-08-19,228.00999450683594
2025-08-20,223.80999755859375
2025-08-21,221.9499969482422
2025-08-22,228.83999633789062
2025-08-25,227.94000244140625
2025-08-26,228.7100067138672
2025-08-27,229.1199951171875
2025-08-28,231.60000610351562
2025-08-29,229.0
2025-09-02,225.33999633789062
2025-09-03,225.99000549316406
2025-09-04,235.67999267578125
2025-09-05,232.3300018310547
2025-09-08,235.83999633789062
2025-09-09,238.24000549316406
2025-09-10,230.3300018310547
2025-09-11,229.9499969482422
2025-09-12,228.14999389648438
2025-09-15,231.42999267578125
2025-09-16,234.0500030517578
2025-09-17,231.6199951171875
2025-09-18,231.22999572753906
2025-09-19,231.47999572753906
2025-09-22,227.6300048828125
2025-09-23,220.7100067138672
2025-09-24,220.2100067138672
2025-09-25,218.14999389648438
2025-09-26,219.77999877929688
2025-09-29,222.1699981689453
2025-09-30,219.57000732421875
2025-10-01,220.6300048828125
2025-10-02,222.41000366210938
2025-10-03,219.50999450683594
2025-10-06,220.89999389648438
2025-10-07,221.77999877929688
2025-10-08,225.22000122070312
2025-10-09,227.74000549316406
2025-10-10,216.3699951171875
2025-10-13,220.07000732421875
2025-10-14,216.38999938964844
2025-10-15,215.57000732421875
2025-10-16,214.47000122070312
2025-10-17,213.0399932861328
2025-10-20,216.47999572753906
2025-10-21,222.02999877929688
2025-10-22,217.9499969482422
2025-10-23,221.08999633789062
2025-10-24,224.2100067138672
2025-10-27,226.97000122070312
2025-10-28,229.25
2025-10-29,230.3000030517578
2025-10-30,222.86000061035156
2025-10-31,244.22000122070312
2025-11-03,254.0
2025-11-04,249.32000732421875
2025-11-05,250.1999969482422
2025-11-06,243.0399932861328
2025-11-07,244.41000366210938
2025-11-10,248.39999389648438
2025-11-11,249.10000610351562
2025-11-12,244.1999969482422
2025-11-13,237.5800018310547
2025-11-14,234.69000244140625
2025-11-17,232.8699951171875
2025-11-18,222.5500030517578
2025-11-19,222.69000244140625
2025-11-20,217.13999938964844
2025-11-21,220.69000244140625
2025-11-24,226.27999877929688
2025-11-25,229.6699981689453
2025-11-26,229.16000366210938
2025-11-28,233.22000122070312
2025-12-01,233.8800048828125
2025-12-02,234.4199981689453
2025-12-03,232.3800048828125
2025-12-04,229.11000061035156
2025-12-05,229.52999877929688
2025-12-08,226.88999938964844
2025-12-09,227.9199981689453
2025-12-10,231.77999877929688
2025-12-11,230.27999877929688
2025-12-12,226.19000244140625
2025-12-15,222.5399932861328
2025-12-16,222.55999755859375
2025-12-17,221.27000427246094
2025-12-18,226.75999450683594
2025-12-19,227.35000610351562
2025-12-22,228.42999267578125
2025-12-23,232.13999938964844
2025-12-24,232.3800048828125
2025-12-26,232.52000427246094
2025-12-29,232.07000732421875
2025-12-30,232.52999877929688
2025-12-31,230.82000732421875
2026-01-02,226.5
2026-01-05,233.05999755859375
2026-01-06,240.92999267578125
2026-01-07,241.55999755859375
2026-01-08,246.2899932861328
2026-01-09,247.3800048828125
2026-01-12,246.47000122070312
2026-01-13,242.60000610351562
2026-01-14,236.64999389648438
2026-01-15,238.17999267578125
2026-01-16,239.1199951171875
2026-01-20,231.0
2026-01-21,231.30999755859375
2026-01-22,234.33999633789062
2026-01-23,239.16000366210938
2026-01-26,238.4199981689453
2026-01-27,243.63999938964844
